We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 ["@-:(] = [!(]: AB - CD = ED  (r.len=2, sym=['A', 'B', 'C', 'D', 'E'], |sym|=5)
fact1 []\*"%] = ["%]\]: FG * AH = AHFG  (r.len=4, sym=['A', 'F', 'G', 'H'], |sym|=4)
fact2 ["(+(]] = [(&]: AD + DF = DJ  (r.len=2, sym=['A', 'D', 'F', 'J'], |sym|=4)
query []]*]&]: FF * FJ = ?

narrowing operator candidates by result length:
  '*' -> {concat, rconcat, mul, mul1, mulm1}
  R92: concat(73,02) = 7302 -> A=7,H=3,G=2,F=0
  R93: concat(74,02) = 7402 -> A=7,H=4,G=2,F=0
  R94: concat(75,02) = 7502 -> A=7,H=5,G=2,F=0
  R95: concat(76,02) = 7602 -> A=7,H=6,G=2,F=0
  R96: concat(78,02) = 7802 -> A=7,H=8,G=2,F=0
  R97: concat(79,02) = 7902 -> A=7,H=9,G=2,F=0
  R98: concat(81,02) = 8102 -> A=8,H=1,G=2,F=0
  R99: concat(83,02) = 8302 -> A=8,H=3,G=2,F=0
  R100: concat(84,02) = 8402 -> A=8,H=4,G=2,F=0
  R101: concat(85,02) = 8502 -> A=8,H=5,G=2,F=0
  R102: concat(86,02) = 8602 -> A=8,H=6,G=2,F=0
  R103: concat(87,02) = 8702 -> A=8,H=7,G=2,F=0
  R104: concat(89,02) = 8902 -> A=8,H=9,G=2,F=0
  R105: concat(91,02) = 9102 -> A=9,H=1,G=2,F=0
  R106: concat(93,02) = 9302 -> A=9,H=3,G=2,F=0
  R107: concat(94,02) = 9402 -> A=9,H=4,G=2,F=0
  R108: concat(95,02) = 9502 -> A=9,H=5,G=2,F=0
  R109: concat(96,02) = 9602 -> A=9,H=6,G=2,F=0
  R110: concat(97,02) = 9702 -> A=9,H=7,G=2,F=0
  R111: concat(98,02) = 9802 -> A=9,H=8,G=2,F=0
  R112: concat(12,03) = 1203 -> A=1,H=2,G=3,F=0
  R113: concat(14,03) = 1403 -> A=1,H=4,G=3,F=0
  R114: concat(15,03) = 1503 -> A=1,H=5,G=3,F=0
  R115: concat(16,03) = 1603 -> A=1,H=6,G=3,F=0
  R116: concat(17,03) = 1703 -> A=1,H=7,G=3,F=0
  R117: concat(18,03) = 1803 -> A=1,H=8,G=3,F=0
  R118: concat(19,03) = 1903 -> A=1,H=9,G=3,F=0
  R119: concat(21,03) = 2103 -> A=2,H=1,G=3,F=0
  R120: concat(24,03) = 2403 -> A=2,H=4,G=3,F=0
  R121: concat(25,03) = 2503 -> A=2,H=5,G=3,F=0
  R122: concat(26,03) = 2603 -> A=2,H=6,G=3,F=0
  R123: concat(27,03) = 2703 -> A=2,H=7,G=3,F=0
  R124: concat(28,03) = 2803 -> A=2,H=8,G=3,F=0
  R125: concat(29,03) = 2903 -> A=2,H=9,G=3,F=0
  R126: concat(41,03) = 4103 -> A=4,H=1,G=3,F=0
  R127: concat(42,03) = 4203 -> A=4,H=2,G=3,F=0
  R128: concat(45,03) = 4503 -> A=4,H=5,G=3,F=0
  R129: concat(46,03) = 4603 -> A=4,H=6,G=3,F=0
  R130: concat(47,03) = 4703 -> A=4,H=7,G=3,F=0
  R131: concat(48,03) = 4803 -> A=4,H=8,G=3,F=0
  R132: concat(49,03) = 4903 -> A=4,H=9,G=3,F=0
  R133: concat(51,03) = 5103 -> A=5,H=1,G=3,F=0
  R134: concat(52,03) = 5203 -> A=5,H=2,G=3,F=0
  R135: concat(54,03) = 5403 -> A=5,H=4,G=3,F=0
  R136: concat(56,03) = 5603 -> A=5,H=6,G=3,F=0
  R137: concat(57,03) = 5703 -> A=5,H=7,G=3,F=0
  R138: concat(58,03) = 5803 -> A=5,H=8,G=3,F=0
  R139: concat(59,03) = 5903 -> A=5,H=9,G=3,F=0
  R140: concat(61,03) = 6103 -> A=6,H=1,G=3,F=0
  R141: concat(62,03) = 6203 -> A=6,H=2,G=3,F=0
  R142: concat(64,03) = 6403 -> A=6,H=4,G=3,F=0
  R143: concat(65,03) = 6503 -> A=6,H=5,G=3,F=0
  R144: concat(67,03) = 6703 -> A=6,H=7,G=3,F=0
  R145: concat(68,03) = 6803 -> A=6,H=8,G=3,F=0
  R146: concat(69,03) = 6903 -> A=6,H=9,G=3,F=0
  R147: concat(71,03) = 7103 -> A=7,H=1,G=3,F=0
  R148: concat(72,03) = 7203 -> A=7,H=2,G=3,F=0
  R149: concat(74,03) = 7403 -> A=7,H=4,G=3,F=0
  R150: concat(75,03) = 7503 -> A=7,H=5,G=3,F=0
  R151: concat(76,03) = 7603 -> A=7,H=6,G=3,F=0
  R152: concat(78,03) = 7803 -> A=7,H=8,G=3,F=0
  R153: concat(79,03) = 7903 -> A=7,H=9,G=3,F=0
  R154: concat(81,03) = 8103 -> A=8,H=1,G=3,F=0
  R155: concat(82,03) = 8203 -> A=8,H=2,G=3,F=0
  R156: concat(84,03) = 8403 -> A=8,H=4,G=3,F=0
  R157: concat(85,03) = 8503 -> A=8,H=5,G=3,F=0
  R158: concat(86,03) = 8603 -> A=8,H=6,G=3,F=0
  R159: concat(87,03) = 8703 -> A=8,H=7,G=3,F=0
  R160: concat(89,03) = 8903 -> A=8,H=9,G=3,F=0
  R161: concat(91,03) = 9103 -> A=9,H=1,G=3,F=0
  R162: concat(92,03) = 9203 -> A=9,H=2,G=3,F=0
  R163: concat(94,03) = 9403 -> A=9,H=4,G=3,F=0
  R164: concat(95,03) = 9503 -> A=9,H=5,G=3,F=0
  R165: concat(96,03) = 9603 -> A=9,H=6,G=3,F=0
  R166: concat(97,03) = 9703 -> A=9,H=7,G=3,F=0
  R167: concat(98,03) = 9803 -> A=9,H=8,G=3,F=0
  R168: concat(12,04) = 1204 -> A=1,H=2,G=4,F=0
  R169: concat(13,04) = 1304 -> A=1,H=3,G=4,F=0
  R170: concat(15,04) = 1504 -> A=1,H=5,G=4,F=0
  R171: concat(16,04) = 1604 -> A=1,H=6,G=4,F=0
  R172: concat(17,04) = 1704 -> A=1,H=7,G=4,F=0
  R173: concat(18,04) = 1804 -> A=1,H=8,G=4,F=0
  R174: concat(19,04) = 1904 -> A=1,H=9,G=4,F=0
  R175: concat(21,04) = 2104 -> A=2,H=1,G=4,F=0
  R176: concat(23,04) = 2304 -> A=2,H=3,G=4,F=0
  R177: concat(25,04) = 2504 -> A=2,H=5,G=4,F=0
  R178: concat(26,04) = 2604 -> A=2,H=6,G=4,F=0
  R179: concat(27,04) = 2704 -> A=2,H=7,G=4,F=0
  R180: concat(28,04) = 2804 -> A=2,H=8,G=4,F=0
  R181: concat(29,04) = 2904 -> A=2,H=9,G=4,F=0
  R182: concat(31,04) = 3104 -> A=3,H=1,G=4,F=0
  R183: concat(32,04) = 3204 -> A=3,H=2,G=4,F=0
  R184: concat(35,04) = 3504 -> A=3,H=5,G=4,F=0
  R185: concat(36,04) = 3604 -> A=3,H=6,G=4,F=0
  R186: concat(37,04) = 3704 -> A=3,H=7,G=4,F=0
  R187: concat(38,04) = 3804 -> A=3,H=8,G=4,F=0
  R188: concat(39,04) = 3904 -> A=3,H=9,G=4,F=0
  R189: concat(51,04) = 5104 -> A=5,H=1,G=4,F=0
  R190: concat(52,04) = 5204 -> A=5,H=2,G=4,F=0
  R191: concat(53,04) = 5304 -> A=5,H=3,G=4,F=0
  R192: concat(56,04) = 5604 -> A=5,H=6,G=4,F=0
  R193: concat(57,04) = 5704 -> A=5,H=7,G=4,F=0
  R194: concat(58,04) = 5804 -> A=5,H=8,G=4,F=0
  R195: concat(59,04) = 5904 -> A=5,H=9,G=4,F=0
  R196: concat(61,04) = 6104 -> A=6,H=1,G=4,F=0
  R197: concat(62,04) = 6204 -> A=6,H=2,G=4,F=0
  R198: concat(63,04) = 6304 -> A=6,H=3,G=4,F=0
  R199: concat(65,04) = 6504 -> A=6,H=5,G=4,F=0
  R200: concat(67,04) = 6704 -> A=6,H=7,G=4,F=0
  R201: concat(68,04) = 6804 -> A=6,H=8,G=4,F=0
  R202: concat(69,04) = 6904 -> A=6,H=9,G=4,F=0
  R203: concat(71,04) = 7104 -> A=7,H=1,G=4,F=0
  R204: concat(72,04) = 7204 -> A=7,H=2,G=4,F=0
  R205: concat(73,04) = 7304 -> A=7,H=3,G=4,F=0
  R206: concat(75,04) = 7504 -> A=7,H=5,G=4,F=0
  R207: concat(76,04) = 7604 -> A=7,H=6,G=4,F=0
  R208: concat(78,04) = 7804 -> A=7,H=8,G=4,F=0
  R209: concat(79,04) = 7904 -> A=7,H=9,G=4,F=0
  R210: concat(81,04) = 8104 -> A=8,H=1,G=4,F=0
  R211: concat(82,04) = 8204 -> A=8,H=2,G=4,F=0
  R212: concat(83,04) = 8304 -> A=8,H=3,G=4,F=0
  R213: concat(85,04) = 8504 -> A=8,H=5,G=4,F=0
  R214: concat(86,04) = 8604 -> A=8,H=6,G=4,F=0
  R215: concat(87,04) = 8704 -> A=8,H=7,G=4,F=0
  R216: concat(89,04) = 8904 -> A=8,H=9,G=4,F=0
  R217: concat(91,04) = 9104 -> A=9,H=1,G=4,F=0
  R218: concat(92,04) = 9204 -> A=9,H=2,G=4,F=0
  R219: concat(93,04) = 9304 -> A=9,H=3,G=4,F=0
  R220: concat(95,04) = 9504 -> A=9,H=5,G=4,F=0
  R221: concat(96,04) = 9604 -> A=9,H=6,G=4,F=0
  R222: concat(97,04) = 9704 -> A=9,H=7,G=4,F=0
  R223: concat(98,04) = 9804 -> A=9,H=8,G=4,F=0
  R224: concat(12,05) = 1205 -> A=1,H=2,G=5,F=0
  R225: concat(13,05) = 1305 -> A=1,H=3,G=5,F=0
  R226: concat(14,05) = 1405 -> A=1,H=4,G=5,F=0
  R227: concat(16,05) = 1605 -> A=1,H=6,G=5,F=0
  R228: concat(17,05) = 1705 -> A=1,H=7,G=5,F=0
  R229: concat(18,05) = 1805 -> A=1,H=8,G=5,F=0
  R230: concat(19,05) = 1905 -> A=1,H=9,G=5,F=0
  R231: concat(21,05) = 2105 -> A=2,H=1,G=5,F=0
  R232: concat(23,05) = 2305 -> A=2,H=3,G=5,F=0
  R233: concat(24,05) = 2405 -> A=2,H=4,G=5,F=0
  R234: concat(26,05) = 2605 -> A=2,H=6,G=5,F=0
  R235: concat(27,05) = 2705 -> A=2,H=7,G=5,F=0
  R236: concat(28,05) = 2805 -> A=2,H=8,G=5,F=0
  R237: concat(29,05) = 2905 -> A=2,H=9,G=5,F=0
  R238: concat(31,05) = 3105 -> A=3,H=1,G=5,F=0
  R239: concat(32,05) = 3205 -> A=3,H=2,G=5,F=0
  R240: concat(34,05) = 3405 -> A=3,H=4,G=5,F=0
  R241: concat(36,05) = 3605 -> A=3,H=6,G=5,F=0
  R242: concat(37,05) = 3705 -> A=3,H=7,G=5,F=0
  R243: concat(38,05) = 3805 -> A=3,H=8,G=5,F=0
  R244: concat(39,05) = 3905 -> A=3,H=9,G=5,F=0
  R245: concat(41,05) = 4105 -> A=4,H=1,G=5,F=0
  R246: concat(42,05) = 4205 -> A=4,H=2,G=5,F=0
  R247: concat(43,05) = 4305 -> A=4,H=3,G=5,F=0
  R248: concat(46,05) = 4605 -> A=4,H=6,G=5,F=0
  R249: concat(47,05) = 4705 -> A=4,H=7,G=5,F=0
  R250: concat(48,05) = 4805 -> A=4,H=8,G=5,F=0
  R251: concat(49,05) = 4905 -> A=4,H=9,G=5,F=0
  R252: concat(61,05) = 6105 -> A=6,H=1,G=5,F=0
  R253: concat(62,05) = 6205 -> A=6,H=2,G=5,F=0
  R254: concat(63,05) = 6305 -> A=6,H=3,G=5,F=0
  R255: concat(64,05) = 6405 -> A=6,H=4,G=5,F=0
  R256: concat(67,05) = 6705 -> A=6,H=7,G=5,F=0
  R257: concat(68,05) = 6805 -> A=6,H=8,G=5,F=0
  R258: concat(69,05) = 6905 -> A=6,H=9,G=5,F=0
  R259: concat(71,05) = 7105 -> A=7,H=1,G=5,F=0
  R260: concat(72,05) = 7205 -> A=7,H=2,G=5,F=0
  R261: concat(73,05) = 7305 -> A=7,H=3,G=5,F=0
  R262: concat(74,05) = 7405 -> A=7,H=4,G=5,F=0
  R263: concat(76,05) = 7605 -> A=7,H=6,G=5,F=0
  R264: concat(78,05) = 7805 -> A=7,H=8,G=5,F=0
  R265: concat(79,05) = 7905 -> A=7,H=9,G=5,F=0
  R266: concat(81,05) = 8105 -> A=8,H=1,G=5,F=0
  R267: concat(82,05) = 8205 -> A=8,H=2,G=5,F=0
  R268: concat(83,05) = 8305 -> A=8,H=3,G=5,F=0
  R269: concat(84,05) = 8405 -> A=8,H=4,G=5,F=0
  R270: concat(86,05) = 8605 -> A=8,H=6,G=5,F=0
  R271: concat(87,05) = 8705 -> A=8,H=7,G=5,F=0
  R272: concat(89,05) = 8905 -> A=8,H=9,G=5,F=0
  R273: concat(91,05) = 9105 -> A=9,H=1,G=5,F=0
  R274: concat(92,05) = 9205 -> A=9,H=2,G=5,F=0
  R275: concat(93,05) = 9305 -> A=9,H=3,G=5,F=0
  R276: concat(94,05) = 9405 -> A=9,H=4,G=5,F=0
  R277: concat(96,05) = 9605 -> A=9,H=6,G=5,F=0
  R278: concat(97,05) = 9705 -> A=9,H=7,G=5,F=0
  R279: concat(98,05) = 9805 -> A=9,H=8,G=5,F=0
  R280: concat(12,06) = 1206 -> A=1,H=2,G=6,F=0
  R281: concat(13,06) = 1306 -> A=1,H=3,G=6,F=0
  R282: concat(14,06) = 1406 -> A=1,H=4,G=6,F=0
  R283: concat(15,06) = 1506 -> A=1,H=5,G=6,F=0
  R284: concat(17,06) = 1706 -> A=1,H=7,G=6,F=0
  R285: concat(18,06) = 1806 -> A=1,H=8,G=6,F=0
  R286: concat(19,06) = 1906 -> A=1,H=9,G=6,F=0
  R287: concat(21,06) = 2106 -> A=2,H=1,G=6,F=0
  R288: concat(23,06) = 2306 -> A=2,H=3,G=6,F=0
  R289: concat(24,06) = 2406 -> A=2,H=4,G=6,F=0
  R290: concat(25,06) = 2506 -> A=2,H=5,G=6,F=0
  R291: concat(27,06) = 2706 -> A=2,H=7,G=6,F=0
  R292: concat(28,06) = 2806 -> A=2,H=8,G=6,F=0
  R293: concat(29,06) = 2906 -> A=2,H=9,G=6,F=0
  R294: concat(31,06) = 3106 -> A=3,H=1,G=6,F=0
  R295: concat(32,06) = 3206 -> A=3,H=2,G=6,F=0
  R296: concat(34,06) = 3406 -> A=3,H=4,G=6,F=0
  R297: concat(35,06) = 3506 -> A=3,H=5,G=6,F=0
  R298: concat(37,06) = 3706 -> A=3,H=7,G=6,F=0
  R299: concat(38,06) = 3806 -> A=3,H=8,G=6,F=0
  R300: concat(39,06) = 3906 -> A=3,H=9,G=6,F=0
  R301: concat(41,06) = 4106 -> A=4,H=1,G=6,F=0
  R302: concat(42,06) = 4206 -> A=4,H=2,G=6,F=0
  R303: concat(43,06) = 4306 -> A=4,H=3,G=6,F=0
  R304: concat(45,06) = 4506 -> A=4,H=5,G=6,F=0
  R305: concat(47,06) = 4706 -> A=4,H=7,G=6,F=0
  R306: concat(48,06) = 4806 -> A=4,H=8,G=6,F=0
  R307: concat(49,06) = 4906 -> A=4,H=9,G=6,F=0
  R308: concat(51,06) = 5106 -> A=5,H=1,G=6,F=0
  R309: concat(52,06) = 5206 -> A=5,H=2,G=6,F=0
  R310: concat(53,06) = 5306 -> A=5,H=3,G=6,F=0
  R311: concat(54,06) = 5406 -> A=5,H=4,G=6,F=0
  R312: concat(57,06) = 5706 -> A=5,H=7,G=6,F=0
  R313: concat(58,06) = 5806 -> A=5,H=8,G=6,F=0
  R314: concat(59,06) = 5906 -> A=5,H=9,G=6,F=0
  R315: concat(71,06) = 7106 -> A=7,H=1,G=6,F=0
  R316: concat(72,06) = 7206 -> A=7,H=2,G=6,F=0
  R317: concat(73,06) = 7306 -> A=7,H=3,G=6,F=0
  R318: concat(74,06) = 7406 -> A=7,H=4,G=6,F=0
  R319: concat(75,06) = 7506 -> A=7,H=5,G=6,F=0
  R320: concat(78,06) = 7806 -> A=7,H=8,G=6,F=0
  R321: concat(79,06) = 7906 -> A=7,H=9,G=6,F=0
  R322: concat(81,06) = 8106 -> A=8,H=1,G=6,F=0
  R323: concat(82,06) = 8206 -> A=8,H=2,G=6,F=0
  R324: concat(83,06) = 8306 -> A=8,H=3,G=6,F=0
  R325: concat(84,06) = 8406 -> A=8,H=4,G=6,F=0
  R326: concat(85,06) = 8506 -> A=8,H=5,G=6,F=0
  R327: concat(87,06) = 8706 -> A=8,H=7,G=6,F=0
  R328: concat(89,06) = 8906 -> A=8,H=9,G=6,F=0
  R329: concat(91,06) = 9106 -> A=9,H=1,G=6,F=0
  R330: concat(92,06) = 9206 -> A=9,H=2,G=6,F=0
  R331: concat(93,06) = 9306 -> A=9,H=3,G=6,F=0
  R332: concat(94,06) = 9406 -> A=9,H=4,G=6,F=0
  R333: concat(95,06) = 9506 -> A=9,H=5,G=6,F=0
  R334: concat(97,06) = 9706 -> A=9,H=7,G=6,F=0
  R335: concat(98,06) = 9806 -> A=9,H=8,G=6,F=0
  R336: concat(12,07) = 1207 -> A=1,H=2,G=7,F=0
  R337: concat(13,07) = 1307 -> A=1,H=3,G=7,F=0
  R338: concat(14,07) = 1407 -> A=1,H=4,G=7,F=0
  R339: concat(15,07) = 1507 -> A=1,H=5,G=7,F=0
  R340: concat(16,07) = 1607 -> A=1,H=6,G=7,F=0
  R341: concat(18,07) = 1807 -> A=1,H=8,G=7,F=0
  R342: concat(19,07) = 1907 -> A=1,H=9,G=7,F=0
  R343: concat(21,07) = 2107 -> A=2,H=1,G=7,F=0
  R344: concat(23,07) = 2307 -> A=2,H=3,G=7,F=0
  R345: concat(24,07) = 2407 -> A=2,H=4,G=7,F=0
  R346: concat(25,07) = 2507 -> A=2,H=5,G=7,F=0
  R347: concat(26,07) = 2607 -> A=2,H=6,G=7,F=0
  R348: concat(28,07) = 2807 -> A=2,H=8,G=7,F=0
  R349: concat(29,07) = 2907 -> A=2,H=9,G=7,F=0
  R350: concat(31,07) = 3107 -> A=3,H=1,G=7,F=0
  R351: concat(32,07) = 3207 -> A=3,H=2,G=7,F=0
  R352: concat(34,07) = 3407 -> A=3,H=4,G=7,F=0
  R353: concat(35,07) = 3507 -> A=3,H=5,G=7,F=0
  R354: concat(36,07) = 3607 -> A=3,H=6,G=7,F=0
  R355: concat(38,07) = 3807 -> A=3,H=8,G=7,F=0
  R356: concat(39,07) = 3907 -> A=3,H=9,G=7,F=0
  R357: concat(41,07) = 4107 -> A=4,H=1,G=7,F=0
  R358: concat(42,07) = 4207 -> A=4,H=2,G=7,F=0
  R359: concat(43,07) = 4307 -> A=4,H=3,G=7,F=0
  R360: concat(45,07) = 4507 -> A=4,H=5,G=7,F=0
  R361: concat(46,07) = 4607 -> A=4,H=6,G=7,F=0
  R362: concat(48,07) = 4807 -> A=4,H=8,G=7,F=0
  R363: concat(49,07) = 4907 -> A=4,H=9,G=7,F=0
  R364: concat(51,07) = 5107 -> A=5,H=1,G=7,F=0
  R365: concat(52,07) = 5207 -> A=5,H=2,G=7,F=0
  R366: concat(53,07) = 5307 -> A=5,H=3,G=7,F=0
  R367: concat(54,07) = 5407 -> A=5,H=4,G=7,F=0
  R368: concat(56,07) = 5607 -> A=5,H=6,G=7,F=0
  R369: concat(58,07) = 5807 -> A=5,H=8,G=7,F=0
  R370: concat(59,07) = 5907 -> A=5,H=9,G=7,F=0
  R371: concat(61,07) = 6107 -> A=6,H=1,G=7,F=0
  R372: concat(62,07) = 6207 -> A=6,H=2,G=7,F=0
  R373: concat(63,07) = 6307 -> A=6,H=3,G=7,F=0
  R374: concat(64,07) = 6407 -> A=6,H=4,G=7,F=0
  R375: concat(65,07) = 6507 -> A=6,H=5,G=7,F=0
  R376: concat(68,07) = 6807 -> A=6,H=8,G=7,F=0
  R377: concat(69,07) = 6907 -> A=6,H=9,G=7,F=0
  R378: concat(81,07) = 8107 -> A=8,H=1,G=7,F=0
  R379: concat(82,07) = 8207 -> A=8,H=2,G=7,F=0
  R380: concat(83,07) = 8307 -> A=8,H=3,G=7,F=0
  R381: concat(84,07) = 8407 -> A=8,H=4,G=7,F=0
  R382: concat(85,07) = 8507 -> A=8,H=5,G=7,F=0
  R383: concat(86,07) = 8607 -> A=8,H=6,G=7,F=0
  R384: concat(89,07) = 8907 -> A=8,H=9,G=7,F=0
  R385: concat(91,07) = 9107 -> A=9,H=1,G=7,F=0
  R386: concat(92,07) = 9207 -> A=9,H=2,G=7,F=0
  R387: concat(93,07) = 9307 -> A=9,H=3,G=7,F=0
  R388: concat(94,07) = 9407 -> A=9,H=4,G=7,F=0
