We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [&!-][] = [`]: AB - CD = E  (r.len=1, sym=['A', 'B', 'C', 'D', 'E'], |sym|=5)
fact1 []!*!|] = [!|`]: CB * BF = BFE  (r.len=3, sym=['B', 'C', 'E', 'F'], |sym|=4)
fact2 [`{+>]] = [>]`{]: EG + HC = HCEG  (r.len=4, sym=['C', 'E', 'G', 'H'], |sym|=4)
query [>>+|>]: HH + FH = ?

narrowing operator candidates by result length:
  '*' -> {mul, mul1, mulm1, add1, addm1}
  R28: concat(62,01) = 6201 -> H=6,C=2,E=0,G=1
  R29: concat(63,01) = 6301 -> H=6,C=3,E=0,G=1
  R30: concat(64,01) = 6401 -> H=6,C=4,E=0,G=1
  R31: concat(65,01) = 6501 -> H=6,C=5,E=0,G=1
  R32: concat(67,01) = 6701 -> H=6,C=7,E=0,G=1
  R33: concat(68,01) = 6801 -> H=6,C=8,E=0,G=1
  R34: concat(69,01) = 6901 -> H=6,C=9,E=0,G=1
  R35: concat(72,01) = 7201 -> H=7,C=2,E=0,G=1
  R36: concat(73,01) = 7301 -> H=7,C=3,E=0,G=1
  R37: concat(74,01) = 7401 -> H=7,C=4,E=0,G=1
  R38: concat(75,01) = 7501 -> H=7,C=5,E=0,G=1
  R39: concat(76,01) = 7601 -> H=7,C=6,E=0,G=1
  R40: concat(78,01) = 7801 -> H=7,C=8,E=0,G=1
  R41: concat(79,01) = 7901 -> H=7,C=9,E=0,G=1
  R42: concat(82,01) = 8201 -> H=8,C=2,E=0,G=1
  R43: concat(83,01) = 8301 -> H=8,C=3,E=0,G=1
  R44: concat(84,01) = 8401 -> H=8,C=4,E=0,G=1
  R45: concat(85,01) = 8501 -> H=8,C=5,E=0,G=1
  R46: concat(86,01) = 8601 -> H=8,C=6,E=0,G=1
  R47: concat(87,01) = 8701 -> H=8,C=7,E=0,G=1
  R48: concat(89,01) = 8901 -> H=8,C=9,E=0,G=1
  R49: concat(92,01) = 9201 -> H=9,C=2,E=0,G=1
  R50: concat(93,01) = 9301 -> H=9,C=3,E=0,G=1
  R51: concat(94,01) = 9401 -> H=9,C=4,E=0,G=1
  R52: concat(95,01) = 9501 -> H=9,C=5,E=0,G=1
  R53: concat(96,01) = 9601 -> H=9,C=6,E=0,G=1
  R54: concat(97,01) = 9701 -> H=9,C=7,E=0,G=1
  R55: concat(98,01) = 9801 -> H=9,C=8,E=0,G=1
  R56: concat(13,02) = 1302 -> H=1,C=3,E=0,G=2
  R57: concat(14,02) = 1402 -> H=1,C=4,E=0,G=2
  R58: concat(15,02) = 1502 -> H=1,C=5,E=0,G=2
  R59: concat(16,02) = 1602 -> H=1,C=6,E=0,G=2
  R60: concat(17,02) = 1702 -> H=1,C=7,E=0,G=2
  R61: concat(18,02) = 1802 -> H=1,C=8,E=0,G=2
  R62: concat(19,02) = 1902 -> H=1,C=9,E=0,G=2
  R63: concat(31,02) = 3102 -> H=3,C=1,E=0,G=2
  R64: concat(34,02) = 3402 -> H=3,C=4,E=0,G=2
  R65: concat(35,02) = 3502 -> H=3,C=5,E=0,G=2
  R66: concat(36,02) = 3602 -> H=3,C=6,E=0,G=2
  R67: concat(37,02) = 3702 -> H=3,C=7,E=0,G=2
  R68: concat(38,02) = 3802 -> H=3,C=8,E=0,G=2
  R69: concat(39,02) = 3902 -> H=3,C=9,E=0,G=2
  R70: concat(41,02) = 4102 -> H=4,C=1,E=0,G=2
  R71: concat(43,02) = 4302 -> H=4,C=3,E=0,G=2
  R72: concat(45,02) = 4502 -> H=4,C=5,E=0,G=2
  R73: concat(46,02) = 4602 -> H=4,C=6,E=0,G=2
  R74: concat(47,02) = 4702 -> H=4,C=7,E=0,G=2
  R75: concat(48,02) = 4802 -> H=4,C=8,E=0,G=2
  R76: concat(49,02) = 4902 -> H=4,C=9,E=0,G=2
  R77: concat(51,02) = 5102 -> H=5,C=1,E=0,G=2
  R78: concat(53,02) = 5302 -> H=5,C=3,E=0,G=2
  R79: concat(54,02) = 5402 -> H=5,C=4,E=0,G=2
  R80: concat(56,02) = 5602 -> H=5,C=6,E=0,G=2
  R81: concat(57,02) = 5702 -> H=5,C=7,E=0,G=2
  R82: concat(58,02) = 5802 -> H=5,C=8,E=0,G=2
  R83: concat(59,02) = 5902 -> H=5,C=9,E=0,G=2
  R84: concat(61,02) = 6102 -> H=6,C=1,E=0,G=2
  R85: concat(63,02) = 6302 -> H=6,C=3,E=0,G=2
  R86: concat(64,02) = 6402 -> H=6,C=4,E=0,G=2
  R87: concat(65,02) = 6502 -> H=6,C=5,E=0,G=2
  R88: concat(67,02) = 6702 -> H=6,C=7,E=0,G=2
  R89: concat(68,02) = 6802 -> H=6,C=8,E=0,G=2
  R90: concat(69,02) = 6902 -> H=6,C=9,E=0,G=2
  R91: concat(71,02) = 7102 -> H=7,C=1,E=0,G=2
  R92: concat(73,02) = 7302 -> H=7,C=3,E=0,G=2
  R93: concat(74,02) = 7402 -> H=7,C=4,E=0,G=2
  R94: concat(75,02) = 7502 -> H=7,C=5,E=0,G=2
  R95: concat(76,02) = 7602 -> H=7,C=6,E=0,G=2
  R96: concat(78,02) = 7802 -> H=7,C=8,E=0,G=2
  R97: concat(79,02) = 7902 -> H=7,C=9,E=0,G=2
  R98: concat(81,02) = 8102 -> H=8,C=1,E=0,G=2
  R99: concat(83,02) = 8302 -> H=8,C=3,E=0,G=2
  R100: concat(84,02) = 8402 -> H=8,C=4,E=0,G=2
  R101: concat(85,02) = 8502 -> H=8,C=5,E=0,G=2
  R102: concat(86,02) = 8602 -> H=8,C=6,E=0,G=2
  R103: concat(87,02) = 8702 -> H=8,C=7,E=0,G=2
  R104: concat(89,02) = 8902 -> H=8,C=9,E=0,G=2
  R105: concat(91,02) = 9102 -> H=9,C=1,E=0,G=2
  R106: concat(93,02) = 9302 -> H=9,C=3,E=0,G=2
  R107: concat(94,02) = 9402 -> H=9,C=4,E=0,G=2
  R108: concat(95,02) = 9502 -> H=9,C=5,E=0,G=2
  R109: concat(96,02) = 9602 -> H=9,C=6,E=0,G=2
  R110: concat(97,02) = 9702 -> H=9,C=7,E=0,G=2
  R111: concat(98,02) = 9802 -> H=9,C=8,E=0,G=2
  R112: concat(12,03) = 1203 -> H=1,C=2,E=0,G=3
  R113: concat(14,03) = 1403 -> H=1,C=4,E=0,G=3
  R114: concat(15,03) = 1503 -> H=1,C=5,E=0,G=3
  R115: concat(16,03) = 1603 -> H=1,C=6,E=0,G=3
  R116: concat(17,03) = 1703 -> H=1,C=7,E=0,G=3
  R117: concat(18,03) = 1803 -> H=1,C=8,E=0,G=3
  R118: concat(19,03) = 1903 -> H=1,C=9,E=0,G=3
  R119: concat(21,03) = 2103 -> H=2,C=1,E=0,G=3
  R120: concat(24,03) = 2403 -> H=2,C=4,E=0,G=3
  R121: concat(25,03) = 2503 -> H=2,C=5,E=0,G=3
  R122: concat(26,03) = 2603 -> H=2,C=6,E=0,G=3
  R123: concat(27,03) = 2703 -> H=2,C=7,E=0,G=3
  R124: concat(28,03) = 2803 -> H=2,C=8,E=0,G=3
  R125: concat(29,03) = 2903 -> H=2,C=9,E=0,G=3
  R126: concat(41,03) = 4103 -> H=4,C=1,E=0,G=3
  R127: concat(42,03) = 4203 -> H=4,C=2,E=0,G=3
  R128: concat(45,03) = 4503 -> H=4,C=5,E=0,G=3
  R129: concat(46,03) = 4603 -> H=4,C=6,E=0,G=3
  R130: concat(47,03) = 4703 -> H=4,C=7,E=0,G=3
  R131: concat(48,03) = 4803 -> H=4,C=8,E=0,G=3
  R132: concat(49,03) = 4903 -> H=4,C=9,E=0,G=3
  R133: concat(51,03) = 5103 -> H=5,C=1,E=0,G=3
  R134: concat(52,03) = 5203 -> H=5,C=2,E=0,G=3
  R135: concat(54,03) = 5403 -> H=5,C=4,E=0,G=3
  R136: concat(56,03) = 5603 -> H=5,C=6,E=0,G=3
  R137: concat(57,03) = 5703 -> H=5,C=7,E=0,G=3
  R138: concat(58,03) = 5803 -> H=5,C=8,E=0,G=3
  R139: concat(59,03) = 5903 -> H=5,C=9,E=0,G=3
  R140: concat(61,03) = 6103 -> H=6,C=1,E=0,G=3
  R141: concat(62,03) = 6203 -> H=6,C=2,E=0,G=3
  R142: concat(64,03) = 6403 -> H=6,C=4,E=0,G=3
  R143: concat(65,03) = 6503 -> H=6,C=5,E=0,G=3
  R144: concat(67,03) = 6703 -> H=6,C=7,E=0,G=3
  R145: concat(68,03) = 6803 -> H=6,C=8,E=0,G=3
  R146: concat(69,03) = 6903 -> H=6,C=9,E=0,G=3
  R147: concat(71,03) = 7103 -> H=7,C=1,E=0,G=3
  R148: concat(72,03) = 7203 -> H=7,C=2,E=0,G=3
  R149: concat(74,03) = 7403 -> H=7,C=4,E=0,G=3
  R150: concat(75,03) = 7503 -> H=7,C=5,E=0,G=3
  R151: concat(76,03) = 7603 -> H=7,C=6,E=0,G=3
  R152: concat(78,03) = 7803 -> H=7,C=8,E=0,G=3
  R153: concat(79,03) = 7903 -> H=7,C=9,E=0,G=3
  R154: concat(81,03) = 8103 -> H=8,C=1,E=0,G=3
  R155: concat(82,03) = 8203 -> H=8,C=2,E=0,G=3
  R156: concat(84,03) = 8403 -> H=8,C=4,E=0,G=3
  R157: concat(85,03) = 8503 -> H=8,C=5,E=0,G=3
  R158: concat(86,03) = 8603 -> H=8,C=6,E=0,G=3
  R159: concat(87,03) = 8703 -> H=8,C=7,E=0,G=3
  R160: concat(89,03) = 8903 -> H=8,C=9,E=0,G=3
  R161: concat(91,03) = 9103 -> H=9,C=1,E=0,G=3
  R162: concat(92,03) = 9203 -> H=9,C=2,E=0,G=3
  R163: concat(94,03) = 9403 -> H=9,C=4,E=0,G=3
  R164: concat(95,03) = 9503 -> H=9,C=5,E=0,G=3
  R165: concat(96,03) = 9603 -> H=9,C=6,E=0,G=3
  R166: concat(97,03) = 9703 -> H=9,C=7,E=0,G=3
  R167: concat(98,03) = 9803 -> H=9,C=8,E=0,G=3
  R168: concat(12,04) = 1204 -> H=1,C=2,E=0,G=4
  R169: concat(13,04) = 1304 -> H=1,C=3,E=0,G=4
  R170: concat(15,04) = 1504 -> H=1,C=5,E=0,G=4
  R171: concat(16,04) = 1604 -> H=1,C=6,E=0,G=4
  R172: concat(17,04) = 1704 -> H=1,C=7,E=0,G=4
  R173: concat(18,04) = 1804 -> H=1,C=8,E=0,G=4
  R174: concat(19,04) = 1904 -> H=1,C=9,E=0,G=4
  R175: concat(21,04) = 2104 -> H=2,C=1,E=0,G=4
  R176: concat(23,04) = 2304 -> H=2,C=3,E=0,G=4
  R177: concat(25,04) = 2504 -> H=2,C=5,E=0,G=4
  R178: concat(26,04) = 2604 -> H=2,C=6,E=0,G=4
  R179: concat(27,04) = 2704 -> H=2,C=7,E=0,G=4
  R180: concat(28,04) = 2804 -> H=2,C=8,E=0,G=4
  R181: concat(29,04) = 2904 -> H=2,C=9,E=0,G=4
  R182: concat(31,04) = 3104 -> H=3,C=1,E=0,G=4
  R183: concat(32,04) = 3204 -> H=3,C=2,E=0,G=4
  R184: concat(35,04) = 3504 -> H=3,C=5,E=0,G=4
  R185: concat(36,04) = 3604 -> H=3,C=6,E=0,G=4
  R186: concat(37,04) = 3704 -> H=3,C=7,E=0,G=4
  R187: concat(38,04) = 3804 -> H=3,C=8,E=0,G=4
  R188: concat(39,04) = 3904 -> H=3,C=9,E=0,G=4
  R189: concat(51,04) = 5104 -> H=5,C=1,E=0,G=4
  R190: concat(52,04) = 5204 -> H=5,C=2,E=0,G=4
  R191: concat(53,04) = 5304 -> H=5,C=3,E=0,G=4
  R192: concat(56,04) = 5604 -> H=5,C=6,E=0,G=4
  R193: concat(57,04) = 5704 -> H=5,C=7,E=0,G=4
  R194: concat(58,04) = 5804 -> H=5,C=8,E=0,G=4
  R195: concat(59,04) = 5904 -> H=5,C=9,E=0,G=4
  R196: concat(61,04) = 6104 -> H=6,C=1,E=0,G=4
  R197: concat(62,04) = 6204 -> H=6,C=2,E=0,G=4
  R198: concat(63,04) = 6304 -> H=6,C=3,E=0,G=4
  R199: concat(65,04) = 6504 -> H=6,C=5,E=0,G=4
  R200: concat(67,04) = 6704 -> H=6,C=7,E=0,G=4
  R201: concat(68,04) = 6804 -> H=6,C=8,E=0,G=4
  R202: concat(69,04) = 6904 -> H=6,C=9,E=0,G=4
  R203: concat(71,04) = 7104 -> H=7,C=1,E=0,G=4
  R204: concat(72,04) = 7204 -> H=7,C=2,E=0,G=4
  R205: concat(73,04) = 7304 -> H=7,C=3,E=0,G=4
  R206: concat(75,04) = 7504 -> H=7,C=5,E=0,G=4
  R207: concat(76,04) = 7604 -> H=7,C=6,E=0,G=4
  R208: concat(78,04) = 7804 -> H=7,C=8,E=0,G=4
  R209: concat(79,04) = 7904 -> H=7,C=9,E=0,G=4
  R210: concat(81,04) = 8104 -> H=8,C=1,E=0,G=4
  R211: concat(82,04) = 8204 -> H=8,C=2,E=0,G=4
  R212: concat(83,04) = 8304 -> H=8,C=3,E=0,G=4
  R213: concat(85,04) = 8504 -> H=8,C=5,E=0,G=4
  R214: concat(86,04) = 8604 -> H=8,C=6,E=0,G=4
  R215: concat(87,04) = 8704 -> H=8,C=7,E=0,G=4
  R216: concat(89,04) = 8904 -> H=8,C=9,E=0,G=4
  R217: concat(91,04) = 9104 -> H=9,C=1,E=0,G=4
  R218: concat(92,04) = 9204 -> H=9,C=2,E=0,G=4
  R219: concat(93,04) = 9304 -> H=9,C=3,E=0,G=4
  R220: concat(95,04) = 9504 -> H=9,C=5,E=0,G=4
  R221: concat(96,04) = 9604 -> H=9,C=6,E=0,G=4
  R222: concat(97,04) = 9704 -> H=9,C=7,E=0,G=4
  R223: concat(98,04) = 9804 -> H=9,C=8,E=0,G=4
  R224: concat(12,05) = 1205 -> H=1,C=2,E=0,G=5
  R225: concat(13,05) = 1305 -> H=1,C=3,E=0,G=5
  R226: concat(14,05) = 1405 -> H=1,C=4,E=0,G=5
  R227: concat(16,05) = 1605 -> H=1,C=6,E=0,G=5
  R228: concat(17,05) = 1705 -> H=1,C=7,E=0,G=5
  R229: concat(18,05) = 1805 -> H=1,C=8,E=0,G=5
  R230: concat(19,05) = 1905 -> H=1,C=9,E=0,G=5
  R231: concat(21,05) = 2105 -> H=2,C=1,E=0,G=5
  R232: concat(23,05) = 2305 -> H=2,C=3,E=0,G=5
  R233: concat(24,05) = 2405 -> H=2,C=4,E=0,G=5
  R234: concat(26,05) = 2605 -> H=2,C=6,E=0,G=5
  R235: concat(27,05) = 2705 -> H=2,C=7,E=0,G=5
  R236: concat(28,05) = 2805 -> H=2,C=8,E=0,G=5
  R237: concat(29,05) = 2905 -> H=2,C=9,E=0,G=5
  R238: concat(31,05) = 3105 -> H=3,C=1,E=0,G=5
  R239: concat(32,05) = 3205 -> H=3,C=2,E=0,G=5
  R240: concat(34,05) = 3405 -> H=3,C=4,E=0,G=5
  R241: concat(36,05) = 3605 -> H=3,C=6,E=0,G=5
  R242: concat(37,05) = 3705 -> H=3,C=7,E=0,G=5
  R243: concat(38,05) = 3805 -> H=3,C=8,E=0,G=5
  R244: concat(39,05) = 3905 -> H=3,C=9,E=0,G=5
  R245: concat(41,05) = 4105 -> H=4,C=1,E=0,G=5
  R246: concat(42,05) = 4205 -> H=4,C=2,E=0,G=5
  R247: concat(43,05) = 4305 -> H=4,C=3,E=0,G=5
  R248: concat(46,05) = 4605 -> H=4,C=6,E=0,G=5
  R249: concat(47,05) = 4705 -> H=4,C=7,E=0,G=5
  R250: concat(48,05) = 4805 -> H=4,C=8,E=0,G=5
  R251: concat(49,05) = 4905 -> H=4,C=9,E=0,G=5
  R252: concat(61,05) = 6105 -> H=6,C=1,E=0,G=5
  R253: concat(62,05) = 6205 -> H=6,C=2,E=0,G=5
  R254: concat(63,05) = 6305 -> H=6,C=3,E=0,G=5
  R255: concat(64,05) = 6405 -> H=6,C=4,E=0,G=5
  R256: concat(67,05) = 6705 -> H=6,C=7,E=0,G=5
  R257: concat(68,05) = 6805 -> H=6,C=8,E=0,G=5
  R258: concat(69,05) = 6905 -> H=6,C=9,E=0,G=5
  R259: concat(71,05) = 7105 -> H=7,C=1,E=0,G=5
  R260: concat(72,05) = 7205 -> H=7,C=2,E=0,G=5
  R261: concat(73,05) = 7305 -> H=7,C=3,E=0,G=5
  R262: concat(74,05) = 7405 -> H=7,C=4,E=0,G=5
  R263: concat(76,05) = 7605 -> H=7,C=6,E=0,G=5
  R264: concat(78,05) = 7805 -> H=7,C=8,E=0,G=5
  R265: concat(79,05) = 7905 -> H=7,C=9,E=0,G=5
  R266: concat(81,05) = 8105 -> H=8,C=1,E=0,G=5
  R267: concat(82,05) = 8205 -> H=8,C=2,E=0,G=5
  R268: concat(83,05) = 8305 -> H=8,C=3,E=0,G=5
  R269: concat(84,05) = 8405 -> H=8,C=4,E=0,G=5
  R270: concat(86,05) = 8605 -> H=8,C=6,E=0,G=5
  R271: concat(87,05) = 8705 -> H=8,C=7,E=0,G=5
  R272: concat(89,05) = 8905 -> H=8,C=9,E=0,G=5
  R273: concat(91,05) = 9105 -> H=9,C=1,E=0,G=5
  R274: concat(92,05) = 9205 -> H=9,C=2,E=0,G=5
  R275: concat(93,05) = 9305 -> H=9,C=3,E=0,G=5
  R276: concat(94,05) = 9405 -> H=9,C=4,E=0,G=5
  R277: concat(96,05) = 9605 -> H=9,C=6,E=0,G=5
  R278: concat(97,05) = 9705 -> H=9,C=7,E=0,G=5
  R279: concat(98,05) = 9805 -> H=9,C=8,E=0,G=5
  R280: concat(12,06) = 1206 -> H=1,C=2,E=0,G=6
  R281: concat(13,06) = 1306 -> H=1,C=3,E=0,G=6
  R282: concat(14,06) = 1406 -> H=1,C=4,E=0,G=6
  R283: concat(15,06) = 1506 -> H=1,C=5,E=0,G=6
  R284: concat(17,06) = 1706 -> H=1,C=7,E=0,G=6
  R285: concat(18,06) = 1806 -> H=1,C=8,E=0,G=6
  R286: concat(19,06) = 1906 -> H=1,C=9,E=0,G=6
  R287: concat(21,06) = 2106 -> H=2,C=1,E=0,G=6
  R288: concat(23,06) = 2306 -> H=2,C=3,E=0,G=6
  R289: concat(24,06) = 2406 -> H=2,C=4,E=0,G=6
  R290: concat(25,06) = 2506 -> H=2,C=5,E=0,G=6
  R291: concat(27,06) = 2706 -> H=2,C=7,E=0,G=6
  R292: concat(28,06) = 2806 -> H=2,C=8,E=0,G=6
  R293: concat(29,06) = 2906 -> H=2,C=9,E=0,G=6
  R294: concat(31,06) = 3106 -> H=3,C=1,E=0,G=6
  R295: concat(32,06) = 3206 -> H=3,C=2,E=0,G=6
  R296: concat(34,06) = 3406 -> H=3,C=4,E=0,G=6
  R297: concat(35,06) = 3506 -> H=3,C=5,E=0,G=6
  R298: concat(37,06) = 3706 -> H=3,C=7,E=0,G=6
  R299: concat(38,06) = 3806 -> H=3,C=8,E=0,G=6
  R300: concat(39,06) = 3906 -> H=3,C=9,E=0,G=6
  R301: concat(41,06) = 4106 -> H=4,C=1,E=0,G=6
  R302: concat(42,06) = 4206 -> H=4,C=2,E=0,G=6
  R303: concat(43,06) = 4306 -> H=4,C=3,E=0,G=6
  R304: concat(45,06) = 4506 -> H=4,C=5,E=0,G=6
  R305: concat(47,06) = 4706 -> H=4,C=7,E=0,G=6
  R306: concat(48,06) = 4806 -> H=4,C=8,E=0,G=6
  R307: concat(49,06) = 4906 -> H=4,C=9,E=0,G=6
  R308: concat(51,06) = 5106 -> H=5,C=1,E=0,G=6
  R309: concat(52,06) = 5206 -> H=5,C=2,E=0,G=6
  R310: concat(53,06) = 5306 -> H=5,C=3,E=0,G=6
  R311: concat(54,06) = 5406 -> H=5,C=4,E=0,G=6
  R312: concat(57,06) = 5706 -> H=5,C=7,E=0,G=6
  R313: concat(58,06) = 5806 -> H=5,C=8,E=0,G=6
  R314: concat(59,06) = 5906 -> H=5,C=9,E=0,G=6
  R315: concat(71,06) = 7106 -> H=7,C=1,E=0,G=6
  R316: concat(72,06) = 7206 -> H=7,C=2,E=0,G=6
  R317: concat(73,06) = 7306 -> H=7,C=3,E=0,G=6
  R318: concat(74,06) = 7406 -> H=7,C=4,E=0,G=6
  R319: concat(75,06) = 7506 -> H=7,C=5,E=0,G=6
  R320: concat(78,06) = 7806 -> H=7,C=8,E=0,G=6
  R321: concat(79,06) = 7906 -> H=7,C=9,E=0,G=6
  R322: concat(81,06) = 8106 -> H=8,C=1,E=0,G=6
  R323: concat(82,06) = 8206 -> H=8,C=2,E=0,G=6
  R324: concat(83,06) = 8306 -> H=8,C=3,E=0,G=6
  R325: concat(84,06) = 8406 -> H=8,C=4,E=0,G=6
  R326: concat(85,06) = 8506 -> H=8,C=5,E=0,G=6
  R327: concat(87,06) = 8706 -> H=8,C=7,E=0,G=6
  R328: concat(89,06) = 8906 -> H=8,C=9,E=0,G=6
  R329: concat(91,06) = 9106 -> H=9,C=1,E=0,G=6
  R330: concat(92,06) = 9206 -> H=9,C=2,E=0,G=6
  R331: concat(93,06) = 9306 -> H=9,C=3,E=0,G=6
  R332: concat(94,06) = 9406 -> H=9,C=4,E=0,G=6
  R333: concat(95,06) = 9506 -> H=9,C=5,E=0,G=6
  R334: concat(97,06) = 9706 -> H=9,C=7,E=0,G=6
  R335: concat(98,06) = 9806 -> H=9,C=8,E=0,G=6
  R336: concat(12,07) = 1207 -> H=1,C=2,E=0,G=7
  R337: concat(13,07) = 1307 -> H=1,C=3,E=0,G=7
  R338: concat(14,07) = 1407 -> H=1,C=4,E=0,G=7
  R339: concat(15,07) = 1507 -> H=1,C=5,E=0,G=7
  R340: concat(16,07) = 1607 -> H=1,C=6,E=0,G=7
  R341: concat(18,07) = 1807 -> H=1,C=8,E=0,G=7
  R342: concat(19,07) = 1907 -> H=1,C=9,E=0,G=7
  R343: concat(21,07) = 2107 -> H=2,C=1,E=0,G=7
  R344: concat(23,07) = 2307 -> H=2,C=3,E=0,G=7
  R345: concat(24,07) = 2407 -> H=2,C=4,E=0,G=7
  R346: concat(25,07) = 2507 -> H=2,C=5,E=0,G=7
  R347: concat(26,07) = 2607 -> H=2,C=6,E=0,G=7
  R348: concat(28,07) = 2807 -> H=2,C=8,E=0,G=7
  R349: concat(29,07) = 2907 -> H=2,C=9,E=0,G=7
  R350: concat(31,07) = 3107 -> H=3,C=1,E=0,G=7
  R351: concat(32,07) = 3207 -> H=3,C=2,E=0,G=7
  R352: concat(34,07) = 3407 -> H=3,C=4,E=0,G=7
  R353: concat(35,07) = 3507 -> H=3,C=5,E=0,G=7
  R354: concat(36,07) = 3607 -> H=3,C=6,E=0,G=7
  R355: concat(38,07) = 3807 -> H=3,C=8,E=0,G=7
  R356: concat(39,07) = 3907 -> H=3,C=9,E=0,G=7
  R357: concat(41,07) = 4107 -> H=4,C=1,E=0,G=7
  R358: concat(42,07) = 4207 -> H=4,C=2,E=0,G=7
  R359: concat(43,07) = 4307 -> H=4,C=3,E=0,G=7
  R360: concat(45,07) = 4507 -> H=4,C=5,E=0,G=7
  R361: concat(46,07) = 4607 -> H=4,C=6,E=0,G=7
  R362: concat(48,07) = 4807 -> H=4,C=8,E=0,G=7
  R363: concat(49,07) = 4907 -> H=4,C=9,E=0,G=7
  R364: concat(51,07) = 5107 -> H=5,C=1,E=0,G=7
  R365: concat(52,07) = 5207 -> H=5,C=2,E=0,G=7
  R366: concat(53,07) = 5307 -> H=5,C=3,E=0,G=7
  R367: concat(54,07) = 5407 -> H=5,C=4,E=0,G=7
  R368: concat(56,07) = 5607 -> H=5,C=6,E=0,G=7
  R369: concat(58,07) = 5807 -> H=5,C=8,E=0,G=7
  R370: concat(59,07) = 5907 -> H=5,C=9,E=0,G=7
  R371: concat(61,07) = 6107 -> H=6,C=1,E=0,G=7
  R372: concat(62,07) = 6207 -> H=6,C=2,E=0,G=7
  R373: concat(63,07) = 6307 -> H=6,C=3,E=0,G=7
  R374: concat(64,07) = 6407 -> H=6,C=4,E=0,G=7
  R375: concat(65,07) = 6507 -> H=6,C=5,E=0,G=7
  R376: concat(68,07) = 6807 -> H=6,C=8,E=0,G=7
  R377: concat(69,07) = 6907 -> H=6,C=9,E=0,G=7
  R378: concat(81,07) = 8107 -> H=8,C=1,E=0,G=7
  R379: concat(82,07) = 8207 -> H=8,C=2,E=0,G=7
  R380: concat(83,07) = 8307 -> H=8,C=3,E=0,G=7
  R381: concat(84,07) = 8407 -> H=8,C=4,E=0,G=7
  R382: concat(85,07) = 8507 -> H=8,C=5,E=0,G=7
  R383: concat(86,07) = 8607 -> H=8,C=6,E=0,G=7
  R384: concat(89,07) = 8907 -> H=8,C=9,E=0,G=7
  R385: concat(91,07) = 9107 -> H=9,C=1,E=0,G=7
  R386: concat(92,07) = 9207 -> H=9,C=2,E=0,G=7
  R387: concat(93,07) = 9307 -> H=9,C=3,E=0,G=7
  R388: concat(94,07) = 9407 -> H=9,C=4,E=0,G=7
