We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [##-%`] = [-"#]: AA - BC = -DA  (r.len=2 neg, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 []<*%}] = []<%}]: EF * BG = EFBG  (r.len=4, sym=['B', 'E', 'F', 'G'], |sym|=4)
fact2 [#"+^#] = [|}]: AD + HA = JG  (r.len=2, sym=['A', 'D', 'G', 'H', 'J'], |sym|=5)
fact3 [@|-]}] = [-@<]: KJ - EG = -KF  (r.len=2 neg, sym=['E', 'F', 'G', 'J', 'K'], |sym|=5)
query [@`+|`]: KC + JC = ?

narrowing operator candidates by result length:
  '*' -> {concat, rconcat, mul, mul1, mulm1}
  R18: concat(01,47) = 0147 -> B=4,F=1,E=0,G=7
  R19: concat(01,48) = 0148 -> B=4,F=1,E=0,G=8
  R20: concat(01,49) = 0149 -> B=4,F=1,E=0,G=9
  R21: concat(01,52) = 0152 -> B=5,F=1,E=0,G=2
  R22: concat(01,53) = 0153 -> B=5,F=1,E=0,G=3
  R23: concat(01,54) = 0154 -> B=5,F=1,E=0,G=4
  R24: concat(01,56) = 0156 -> B=5,F=1,E=0,G=6
  R25: concat(01,57) = 0157 -> B=5,F=1,E=0,G=7
  R26: concat(01,58) = 0158 -> B=5,F=1,E=0,G=8
  R27: concat(01,59) = 0159 -> B=5,F=1,E=0,G=9
  R28: concat(01,62) = 0162 -> B=6,F=1,E=0,G=2
  R29: concat(01,63) = 0163 -> B=6,F=1,E=0,G=3
  R30: concat(01,64) = 0164 -> B=6,F=1,E=0,G=4
  R31: concat(01,65) = 0165 -> B=6,F=1,E=0,G=5
  R32: concat(01,67) = 0167 -> B=6,F=1,E=0,G=7
  R33: concat(01,68) = 0168 -> B=6,F=1,E=0,G=8
  R34: concat(01,69) = 0169 -> B=6,F=1,E=0,G=9
  R35: concat(01,72) = 0172 -> B=7,F=1,E=0,G=2
  R36: concat(01,73) = 0173 -> B=7,F=1,E=0,G=3
  R37: concat(01,74) = 0174 -> B=7,F=1,E=0,G=4
  R38: concat(01,75) = 0175 -> B=7,F=1,E=0,G=5
  R39: concat(01,76) = 0176 -> B=7,F=1,E=0,G=6
  R40: concat(01,78) = 0178 -> B=7,F=1,E=0,G=8
  R41: concat(01,79) = 0179 -> B=7,F=1,E=0,G=9
  R42: concat(01,82) = 0182 -> B=8,F=1,E=0,G=2
  R43: concat(01,83) = 0183 -> B=8,F=1,E=0,G=3
  R44: concat(01,84) = 0184 -> B=8,F=1,E=0,G=4
  R45: concat(01,85) = 0185 -> B=8,F=1,E=0,G=5
  R46: concat(01,86) = 0186 -> B=8,F=1,E=0,G=6
  R47: concat(01,87) = 0187 -> B=8,F=1,E=0,G=7
  R48: concat(01,89) = 0189 -> B=8,F=1,E=0,G=9
  R49: concat(01,92) = 0192 -> B=9,F=1,E=0,G=2
  R50: concat(01,93) = 0193 -> B=9,F=1,E=0,G=3
  R51: concat(01,94) = 0194 -> B=9,F=1,E=0,G=4
  R52: concat(01,95) = 0195 -> B=9,F=1,E=0,G=5
  R53: concat(01,96) = 0196 -> B=9,F=1,E=0,G=6
  R54: concat(01,97) = 0197 -> B=9,F=1,E=0,G=7
  R55: concat(01,98) = 0198 -> B=9,F=1,E=0,G=8
  R56: concat(02,13) = 0213 -> B=1,F=2,E=0,G=3
  R57: concat(02,14) = 0214 -> B=1,F=2,E=0,G=4
  R58: concat(02,15) = 0215 -> B=1,F=2,E=0,G=5
  R59: concat(02,16) = 0216 -> B=1,F=2,E=0,G=6
  R60: concat(02,17) = 0217 -> B=1,F=2,E=0,G=7
  R61: concat(02,18) = 0218 -> B=1,F=2,E=0,G=8
  R62: concat(02,19) = 0219 -> B=1,F=2,E=0,G=9
  R63: concat(02,31) = 0231 -> B=3,F=2,E=0,G=1
  R64: concat(02,34) = 0234 -> B=3,F=2,E=0,G=4
  R65: concat(02,35) = 0235 -> B=3,F=2,E=0,G=5
  R66: concat(02,36) = 0236 -> B=3,F=2,E=0,G=6
  R67: concat(02,37) = 0237 -> B=3,F=2,E=0,G=7
  R68: concat(02,38) = 0238 -> B=3,F=2,E=0,G=8
  R69: concat(02,39) = 0239 -> B=3,F=2,E=0,G=9
  R70: concat(02,41) = 0241 -> B=4,F=2,E=0,G=1
  R71: concat(02,43) = 0243 -> B=4,F=2,E=0,G=3
  R72: concat(02,45) = 0245 -> B=4,F=2,E=0,G=5
  R73: concat(02,46) = 0246 -> B=4,F=2,E=0,G=6
  R74: concat(02,47) = 0247 -> B=4,F=2,E=0,G=7
  R75: concat(02,48) = 0248 -> B=4,F=2,E=0,G=8
  R76: concat(02,49) = 0249 -> B=4,F=2,E=0,G=9
  R77: concat(02,51) = 0251 -> B=5,F=2,E=0,G=1
  R78: concat(02,53) = 0253 -> B=5,F=2,E=0,G=3
  R79: concat(02,54) = 0254 -> B=5,F=2,E=0,G=4
  R80: concat(02,56) = 0256 -> B=5,F=2,E=0,G=6
  R81: concat(02,57) = 0257 -> B=5,F=2,E=0,G=7
  R82: concat(02,58) = 0258 -> B=5,F=2,E=0,G=8
  R83: concat(02,59) = 0259 -> B=5,F=2,E=0,G=9
  R84: concat(02,61) = 0261 -> B=6,F=2,E=0,G=1
  R85: concat(02,63) = 0263 -> B=6,F=2,E=0,G=3
  R86: concat(02,64) = 0264 -> B=6,F=2,E=0,G=4
  R87: concat(02,65) = 0265 -> B=6,F=2,E=0,G=5
  R88: concat(02,67) = 0267 -> B=6,F=2,E=0,G=7
  R89: concat(02,68) = 0268 -> B=6,F=2,E=0,G=8
  R90: concat(02,69) = 0269 -> B=6,F=2,E=0,G=9
  R91: concat(02,71) = 0271 -> B=7,F=2,E=0,G=1
  R92: concat(02,73) = 0273 -> B=7,F=2,E=0,G=3
  R93: concat(02,74) = 0274 -> B=7,F=2,E=0,G=4
  R94: concat(02,75) = 0275 -> B=7,F=2,E=0,G=5
  R95: concat(02,76) = 0276 -> B=7,F=2,E=0,G=6
  R96: concat(02,78) = 0278 -> B=7,F=2,E=0,G=8
  R97: concat(02,79) = 0279 -> B=7,F=2,E=0,G=9
  R98: concat(02,81) = 0281 -> B=8,F=2,E=0,G=1
  R99: concat(02,83) = 0283 -> B=8,F=2,E=0,G=3
  R100: concat(02,84) = 0284 -> B=8,F=2,E=0,G=4
  R101: concat(02,85) = 0285 -> B=8,F=2,E=0,G=5
  R102: concat(02,86) = 0286 -> B=8,F=2,E=0,G=6
  R103: concat(02,87) = 0287 -> B=8,F=2,E=0,G=7
  R104: concat(02,89) = 0289 -> B=8,F=2,E=0,G=9
  R105: concat(02,91) = 0291 -> B=9,F=2,E=0,G=1
  R106: concat(02,93) = 0293 -> B=9,F=2,E=0,G=3
  R107: concat(02,94) = 0294 -> B=9,F=2,E=0,G=4
  R108: concat(02,95) = 0295 -> B=9,F=2,E=0,G=5
  R109: concat(02,96) = 0296 -> B=9,F=2,E=0,G=6
  R110: concat(02,97) = 0297 -> B=9,F=2,E=0,G=7
  R111: concat(02,98) = 0298 -> B=9,F=2,E=0,G=8
  R112: concat(03,12) = 0312 -> B=1,F=3,E=0,G=2
  R113: concat(03,14) = 0314 -> B=1,F=3,E=0,G=4
  R114: concat(03,15) = 0315 -> B=1,F=3,E=0,G=5
  R115: concat(03,16) = 0316 -> B=1,F=3,E=0,G=6
  R116: concat(03,17) = 0317 -> B=1,F=3,E=0,G=7
  R117: concat(03,18) = 0318 -> B=1,F=3,E=0,G=8
  R118: concat(03,19) = 0319 -> B=1,F=3,E=0,G=9
  R119: concat(03,21) = 0321 -> B=2,F=3,E=0,G=1
  R120: concat(03,24) = 0324 -> B=2,F=3,E=0,G=4
  R121: concat(03,25) = 0325 -> B=2,F=3,E=0,G=5
  R122: concat(03,26) = 0326 -> B=2,F=3,E=0,G=6
  R123: concat(03,27) = 0327 -> B=2,F=3,E=0,G=7
  R124: concat(03,28) = 0328 -> B=2,F=3,E=0,G=8
  R125: concat(03,29) = 0329 -> B=2,F=3,E=0,G=9
  R126: concat(03,41) = 0341 -> B=4,F=3,E=0,G=1
  R127: concat(03,42) = 0342 -> B=4,F=3,E=0,G=2
  R128: concat(03,45) = 0345 -> B=4,F=3,E=0,G=5
  R129: concat(03,46) = 0346 -> B=4,F=3,E=0,G=6
  R130: concat(03,47) = 0347 -> B=4,F=3,E=0,G=7
  R131: concat(03,48) = 0348 -> B=4,F=3,E=0,G=8
  R132: concat(03,49) = 0349 -> B=4,F=3,E=0,G=9
  R133: concat(03,51) = 0351 -> B=5,F=3,E=0,G=1
  R134: concat(03,52) = 0352 -> B=5,F=3,E=0,G=2
  R135: concat(03,54) = 0354 -> B=5,F=3,E=0,G=4
  R136: concat(03,56) = 0356 -> B=5,F=3,E=0,G=6  <-- consistent with all facts
  ... 4903 more candidates (untried; the search stops at the first that extends to every fact, R136)

Candidates are tried in order; R136 is the first that extends to every fact. Propagate it:
fact1 []<*%}] = []<%}]:
  try mul: 3 * 56 = 168 (length/sign off) NG
  try concat: concat(03,56) = 0356 -> encodes ]<%} = ]<%} OK -> accept
fact0 [##-%`] = [-"#]:
  try sub: 11 - 52 = -41 -> encodes -"# != -"# NG
  try rsub: 52 - 11 = 41 (length/sign off) NG
  try negabs: -|11 - 52| = -41 -> encodes -"# = -"# OK -> accept
fact2 [#"+^#] = [|}]:
  try add: 14 + 81 = 95 -> encodes |% != |} NG
  try sub: 14 - 81 = -67 (length/sign off) NG
  try rsub: 81 - 14 = 67 -> encodes }@ != |} NG
  try add1: 14 + 81 + 1 = 96 -> encodes |} = |} OK -> accept
fact3 [@|-]}] = [-@<]:
  operator '-' already fixed = negabs
  try negabs: -|79 - 6| = -73 -> encodes -@< = -@< OK -> accept

Recovered cipher: D(")=4, A(#)=1, B(%)=5, F(<)=3, K(@)=7, E(])=0, H(^)=8, C(`)=2, J(|)=9, G(})=6
Query @`+|`: KC=72, JC=92, '+' = add1: 72 + 92 + 1 = 165.
Encode 165 back to original symbols -> #}%.

I will now return the answer in \boxed{}
The answer in \boxed{-} is \boxed{#}%}
